Year	Date	World	NARUTO	T9LM
0	12.09		O/ALT [OVA «Finally a Clash! Jōnin vs. Genin!!»] — Цунаде проводить турнір: кожен учасник має кристал і вибуває, якщо його кристал забрали; Наруто прагне перемогти Саске й Какаші. Присутність давно загиблих персонажів виключає буквальне місце в каноні. • G/ALT [Naruto: Ultimate Ninja 3] — ігрова версія розширює цей турнір; це та сама альтернативна подія, а не ще один окремий турнір.	
0	13.09		F [Shippūden еп. 182; ретроспектива, реконструйоване післявоєнне вікно] — Команда 7 та Ґаара з двома шинобі Суни спільно захищають поселення від розбійників; змовники Суни намагаються усунути Ґаару як джінчюрікі, а Наруто вперше безпосередньо допомагає йому як союзникові.	
0	14.09		F [Shippūden еп. 183; ретроспектива] — у перші тижні правління Цунаде Наруто повертається з місії з підозрою на заразний «вірус чакри»; Шідзуне та друзі ловлять його після втечі до палати Саске, але тривога виявляється реакцією на перець і алергію Сакури.	
0	15.09		F [Shippūden еп. 186; ретроспектива] — до операції Лі Наруто, Сакура й Іно шукають особливу квітку для ліків Ґая; рослина породжує двійника супротивника у вигляді Ґаари, якого вони мусять здолати.	
0	16.09		F [Shippūden еп. 184; ретроспектива] — поки Лі госпіталізований, Ґай приєднує Наруто до Команди Ґая й призначає Тентен капітанкою місії до лабораторії ніндзя-знарядь; вони повертають викрадені прототипи Ґамеру й Кусуне.	
0	17.09		F [Shippūden еп. 190; ретроспектива, початок кількаденного патрулювання] — після вторгнення Наруто разом із двома джонінами та «вічним геніном» Косуке патрулює ослаблений кордон Країни Вогню; досвід Косуке, отриманий від Другого й Третього Хокаґе, допомагає виявити проникнення ворога.	
0	18.09		F [Shippūden еп. 190; ретроспектива, завершення патрулювання] — загін відбиває напад; Косуке бачить у Наруто риси Мінато й визнає його рішучість. • F [Shippūden еп. 191; ретроспектива, реконструйоване вікно] — Команда 7 бере участь у затриманні Ханаре з Прихованого Замка; після допиту й обміну полоненими Какаші наздоганяє її, але дозволяє піти.	
0	19.09		F [Shippūden еп. 306; ретроспектива] — через перенапруження Б’якуґана Хіната тимчасово втрачає зір; Наруто, Сакура й Неджі шукають траву «Ясне око» в Долині Суду, потрапляють у пастку безликих істот, а Какаші й Ґай їх рятують; Хіната дивиться запланований феєрверк із дому.	
0	20.09		F [Shippūden еп. 309; ретроспектива, початок A-рангової місії] — Цунаде посилає Наруто й Команду 10 викрасти спадкоємця Шю за таємною угодою; Чоджі проходить кулінарне змагання, Іно контролює Шю, Наруто видає себе за нього, а команда Асуми вивозить справжнього спадкоємця.	
0	21.09		F [Shippūden еп. 310; ретроспектива, завершення A-рангової місії] — маскування Наруто викривають Татевакі й Чійо; напад Сасорі та Дейдари руйнує замок, Татевакі помирає від отрути, але Шю доставлено за призначенням, а Ямато спостерігає за успішним завершенням місії. • F [Shippūden еп. 196; ретроспектива] — під час розшуку злочинців Саске рятує Нахо й товаришів, але через заздрість до зростання Наруто надмірно жорстоко б’є ватажка; його поведінка показує остаточне загострення кризи перед втечею.	
0	22.09		M [гл. 172] — прокинувшись після Цукуйомі, Саске бачить Сакуру біля ліжка, згадує безсилля перед Ітачі й у нападі люті вибиває з її рук тарілку з яблуками. • M [arc 05, Sasuke Recovery] — Sasuke, humiliated by Itachi and disturbed by Naruto's rapid growth, challenges Naruto on the hospital roof; Kakashi diverts Chidori and Rasengan; the Sound Four defeat Sasuke and invite him to Orochimaru; that night Sasuke decides to defect; Sakura intercepts him, confesses her love, but Sasuke thanks her, knocks her unconscious, and leaves Konoha. • A [еп. 107–109] — бій на даху, пропозиція Четвірки Звуку та втеча Саске.	
0	23.09		M [гл. 180] — Ґай переконує Лі погодитися на операцію з 50-відсотковим шансом на виживання й обіцяє померти разом із ним, якщо учень не переживе операцію. • M [arc 05, Sasuke Recovery] — Sakura reports Sasuke's defection; Tsunade orders Shikamaru to assemble a retrieval team; he recruits Naruto, Choji, Neji, and Kiba; Naruto promises Sakura to bring Sasuke back; Tsunade operates on Lee; the squad pursues the Sound Four; Choji defeats Jirobo and Neji defeats Kidomaru, обидва лишаються критично пораненими. • A [еп. 110–117] — формування загону, переслідування та перші два бої.	
0	24.09		arc 05 [Sasuke Recovery] — The remaining squad catches Tayuya, Sakon, and Ukon; Kiba and Akamaru fall into a ravine with Sakon and Ukon and fight them separately; Shikamaru traps Tayuya but her flute genjutsu and second state reverse the battle; Kimimaro takes the coffin, releases Sasuke, and holds off Naruto; Orochimaru can wait no longer and transfers into Genyumaru's body; Lee leaves the hospital after surgery and replaces Naruto against Kimimaro, accidentally using Drunken Fist; Sasuke continues alone while Naruto pursues him; Sand reinforcements arrive under the renewed Konoha–Suna alliance: Kankuro kills Sakon and Ukon, Temari kills Tayuya, and Gaara protects Lee from Kimimaro; Kimimaro survives Gaara's strongest attacks but dies from illness moments before landing a fatal blow; Naruto catches Sasuke at the Valley of the End; Sasuke rejects returning and explains that killing his closest friend could awaken Mangekyo Sharingan; Naruto fights to preserve their bond; Sasuke evolves his Sharingan and enters curse-mark state two, while Naruto releases a one-tailed Nine-Tails cloak; Chidori and Rasengan clash; Sasuke wins but refuses to gain power exactly as Itachi ordered, spares Naruto, and continues to Orochimaru. | A [еп. 118–134] — бої Кіби, Шікамару й Лі, прибуття шинобі Суни та вирішальна сутичка Наруто із Саске в Долині Завершення.	
0	25.09		arc 05 [Sasuke Recovery] — Kakashi and Pakkun reach the Valley of the End too late, find the unconscious Naruto, and carry him back; medical teams recover Choji and Neji and treat the squad; Lee's operation succeeds; Naruto wakes in the hospital and admits the promise to Sakura was not fulfilled; Sakura rejects his apology and vows they will bring Sasuke back together; Jiraiya explains that Orochimaru cannot take another body for roughly three years and offers Naruto long-term training; Naruto refuses to abandon Sasuke, and Jiraiya accepts that resolve; Sakura asks Tsunade to train her as a medical ninja. | A [еп. 135] — провал місії повернення, лікування загону, обіцянка Наруто Сакурі й рішення готуватися до нового пошуку.	
0	26.09		F [еп. 136, розслідування в Країні Рисових Полів] — Наруто відмовляється чекати три роки й намагається сам вирушити по Саске; Джирая отримує завдання розвідати володіння Орочімару, а Сакура домагається участі, сподіваючись знайти слід Саске; разом вони прямують до Країни Рисових Полів.	
0	27.09		F [еп. 137–138] — група потрапляє в місто беззаконня й зустрічає Сасаме з клану Фума, яка шукає двоюрідного брата Араші; залишки клану служать Орочімару в надії повернути колишню силу; після нападу Камікірі, Джігумо й Кагеро Сасаме спершу зраджує мандрівників, але відмовляється від угоди, коли бачить справжню ціну служби Орочімару.	
0	28.09		F [еп. 139–140] — Джирая, Наруто, Сакура й Сасаме проникають у покинуту резиденцію Орочімару; Кабуто заманює їх у пастки й використовує Араші, зрощеного з тілами Камікірі та Джігумо, як живу зброю; Сакура опиняється всередині чакрової пастки, а Наруто намагається пробитися до збереженої свідомості Араші.	
0	29.09		F [еп. 140–141] — Араші на мить повертає контроль і допомагає зруйнувати створене Орочімару тіло; Сасаме прощається з ним, лігво руйнується, а доказів перебування Саске не знаходять; після повернення Сакура просить Цунаде зробити її ученицею, щоб наступного разу не бути безсилою.	
0	30.09		F [Shippūden еп. 236; ретроспектива, після провалу повернення Саске] — Команда 8 не затримує злодія-втікача з Таки; Шіно сумнівається у своїй користі в ближньому бою, але під час поїздки з Кібою та Хінатою визволяє друзів із полону й сам перемагає злочинця.	
0	01.10		F [еп. 142, переслідування Мідзукі] — Мідзукі організовує втечу з в’язниці суворого режиму разом із братами Фуджіном і Райджіном; Цунаде піднімає тривогу, Ірука й Наруто починають переслідування, а наречена Мідзукі Цубакі погоджується допомогти зупинити його.	
0	02.10		F [еп. 143–144] — Тонтон веде Наруто до втікачів; Фуджін і Райджін перемагають переслідувачів грубою силою, тому Цунаде формує нові групи: Наруто діє з Ірукою й Паккуном, а Іно, Шікамару та Чоджі стримують братів; з’ясовується, що Мідзукі шукає компоненти формули Орочімару.	
0	03.10		F [еп. 145–146] — Іно–Шіка–Чо використовують їжу, тіньове зв’язування й техніку перенесення свідомості, щоб нейтралізувати Фуджіна та Райджіна; Мідзукі завершує препарат, перетворюється на тигроподібного воїна й намагається довести свою перевагу над Ірукою.	
0	04.10		F [еп. 146–147] — Наруто й Ірука разом перемагають Мідзукі; нестабільна формула руйнує його чакрову систему й позбавляє сили; Цубакі вирішує чекати на його виправлення, утікачів повертають під варту, а Наруто підтверджує, що Ірука лишається його найближчим наставником.	
0	05.10		F [Shippūden еп. 185; ретроспектива, реконструйоване післяопераційне вікно] — Кондор згадує, як Наруто, Лі, Шіно, Котецу та Ідзумо на «Нульовій ділянці» Лісу Смерті ловили чотирьох ніндзя-тварин, серед них хижі рослини й боксерського кенгуру.	
0	06.10		F [еп. 148, пошук бікоочу] — Наруто дізнається про рідкісного жука бікоочу, личинка якого запам’ятовує перший запах після вилуплення; Цунаде дозволяє йому приєднатися до Команди 8, щоб використати запах Саске для пошуку; Наруто, Хіната, Кіба, Акамару й Шіно вирушають у ліс.	
0	07.10		F [еп. 149–150] — Команда шукає кладку бікоочу й стикається з кланом Камізуру з Іваґакуре, який також полює на жука, щоб відновити репутацію клану; Хіната потай відточує Захисні Вісім Триграм Шістдесят Чотири Долоні; вороги викрадають її та намагаються виміняти на кладку.	
0	08.10		F [еп. 150–151] — Хіната самостійно виривається з бджолиної пастки й новою технікою захищає товаришів; Команда 8 перемагає Камізуру й зберігає бікоочу, але в момент вилуплення Наруто випадково перебиває запах Саске власним газом, тому місія з пошуку сліду завершується невдачею.	
0	09.10			
0	10.10		F [еп. 152, усунення родини Куросукі] — Наруто приєднується до Лі, Неджи й Тентен у місії до шахтарського селища Катабамі; Карáші повідомляє, що людей тероризує колишній Мечник Туману Райґа Куросукі, який влаштовує живим показові похорони.	
0	11.10		F [еп. 153–154] — команда входить у селище, але Карáші зраджує її зі страху перед Райґою; сліпий Ранмару бачить чакру й крізь перешкоди, нівелюючи перевагу Б’якуґана Неджи, та спрямовує блискавичні атаки Райґи; Лі захищає Карáші й переконує його перестати тікати від відповідальності.	
0	12.10		F [еп. 155] — Наруто й команда скидають Райґу зі скелі та знаходять Ранмару; хлопець оживляє Райґу власною чакрою. • G/ALT [Naruto: Uzumaki Chronicles; приблизне пост-сасківське вікно] — через нестачу старших шинобі Наруто виконує ланцюг надто складних місій і виявляє нову схему Орочімару; японська й міжнародна версії сюжету істотно різняться.	
0	13.10		F [еп. 156] — Ранмару відмовляється підтримувати вбивства й намагається зупинити Райґу; Карáші несе Карі Життя виснаженим Лі та Наруто. • G/ALT [Uzumaki Chronicles] — Наруто збирає союзників і проходить створені для гри бої проти сил Орочімару; склад учасників залежить від регіональної версії гри.	
0	14.10		F [еп. 157] — команда перемагає людей Куросукі, а Райґа гине від власної блискавки; Ранмару починає нове життя. • G/ALT [Uzumaki Chronicles] — Наруто зриває фінальний план Орочімару; гілка закінчується без канонічних наслідків і лишається паралельною.	
0	15.10		F [еп. 158] — Наруто призначають керівником польового випробування для Конохамару, Моегі й Удона; він спершу поводиться як самовпевнений командир, але під час виживання в горах бере відповідальність за дітей, навчає їх співпраці й безпечно повертає до Конохи.	
0	16.10			
0	17.10		F [еп. 159, захоплення Ґосункуґі] — Наруто, Кіба й Хіната отримують завдання спіймати злодія Ґосункуґі та зустрічають мисливця за головами Садзанамі; він допомагає в пошуках, приховуючи, що насправді є Токічі — колишнім шинобі, якого помилково звинуватили у вбивстві родини.	
0	18.10		F [еп. 160] — Ґосункуґі заманює команду до храму О.К. і намагається забрати нагороду за Садзанамі; Наруто, Кіба й Хіната викривають справжнього вбивцю та перемагають його людей; Садзанамі очищує ім’я, але віддає затримання офіційній команді Конохи.	
0	19.10		F [еп. 161] — Мондáй і Потчá маскуються під Майто Ґая та Рока Лі, щоб викрасти секрети Конохи; усі, крім Наруто, відразу бачать підміну й завантажують шахраїв принизливою роботою; справжні Ґай і Лі повертаються та одним ударом проганяють самозванців.	
0	20.10		F [еп. 162, винищення Проклятого Воїна] — Наруто, Неджи й Тентен прибувають до Країни Птахів розслідувати появу білого «Проклятого Воїна». • G/ALT [Naruto: Path of the Ninja 2; після втечі Саске] — Наруто та союзники починають пошук П’яти Дзеркал, пов’язаних із печаттю Духовного Звіра.	
0	21.10		F [еп. 163–164] — Неджи встановлює, що примара є виставою з нитками й прихованими маршрутами; Наруто дізнається, що під ім’ям загиблого Саґі править його сестра Токі. • G/ALT [Path of the Ninja 2] — різні групи борються за Дзеркала; зібрані артефакти послаблюють печать велетенського намадзу, що містить накопичені людські злі помисли.	
0	22.10		F [еп. 165] — люди Мосо заманюють Наруто в пастку; Токі йде мститися, а Наруто повертається, щоб зупинити вбивства. • G/ALT [Path of the Ninja 2] — команда перемагає Духовного Звіра й відновлює печать; оригінальна ігрова історія не має наслідків у серіалі.	
0	23.10		F [еп. 166–167] — Мосо виявляється Хокі, ватажком мандрівних шинобі Ватарі, який убив Саґі й маніпулював Токі та Комеєм; Наруто, Неджи, Тентен і Какаші розбивають його людей, Наруто перемагає Хокі, Комея звільняють, а Токі відмовляється від помсти й відкрито стає даймьо Країни Птахів.	
0	24.10		F [еп. 168] — ніндзя-кухарі викрадають Аяме й вимагають секретний рецепт Ічіраку; Наруто, Сакура й Чоджі допомагають Теучі приготувати нову локшину, використовуючи техніки шинобі для замішування та нарізання; команда рятує Аяме, а суперники визнають поразку.	
0	25.10			
0	26.10		F [еп. 169, захоплення кайми] — Анко очолює Наруто, Іно й Шіно в Країну Моря, де морське чудовисько топить вантажні судна; повернення на острови пробуджує в Анко уривки пам’яті про її навчання в Орочімару та покинуту лабораторію.	
0	27.10		F [еп. 170] — команда охороняє Аматсу й стикається з каймою Ісарібі, дівчиною, яку досліди Амачі перетворили на водяну істоту; Анко знаходить лабораторію й пригадує, що Орочімару залишив її після невдалого випробування Проклятої Печатки, а не тому, що вона добровільно його покинула.	
0	28.10		F [еп. 171–172] — Амачі, Місумі й Йорої заманюють команду в морську фортецю та розкривають план створення підводних шинобі; Ісарібі розривається між обіцянкою повернути людське тіло й співчуттям до полонених; Наруто переконує її, що Амачі лише використовує її.	
0	29.10		F [еп. 172–173] — Амачі сам перетворюється на морське чудовисько й намагається знищити флот Країни Моря; Наруто вивільняє чакру Дев’ятихвостого та перемагає його, Іно й Шіно руйнують установку, Анко приймає правду про своє минуле, а Ісарібі їде до Конохи на лікування.	
0	30.10		F [еп. 174] — Наруто охороняє Куніхісу, розпещеного сина заможного ювеліра, який намагається купувати людей і перемоги; після справжнього викрадення Наруто рятує хлопця й змушує його зрозуміти, що довіра та дружба не мають грошової ціни.	
0	31.10		F [еп. 175, пошук закопаного золота] — Цунаде погрожує повернути Наруто, Кібу й Хінату до Академії через погану командну роботу та посилає шукати скарб; трійця Кедоїн викрадає їхні обличчя й голоси, плануючи під виглядом генінів проникнути до Конохи.	
0	01.11		F [еп. 176] — команда викриває підміну й перемагає Кедоїн. • G/ALT [Naruto: Uzumaki Chronicles 2] — Коноху й Суну атакують ожилі маріонетки клану Шіроґане; Наруто отримує від Канкуро відомості про викрадені Сфери Духу.	
0	02.11		F [еп. 177] — Наруто випадково підміняє кур’єра й доставляє важливий пакунок. • G/ALT [Uzumaki Chronicles 2] — Наруто, Сакура, Шікамару, Канкуро та інші відбивають атаки маріонеток і повертають Сфери, потрібні Шіроґане для обряду відродження Майстра Маріонеток.	
0	03.11		F [еп. 178, охорона Зірки] — Наруто, Неджи, Лі й Тентен прибувають до Хошіґакуре охороняти метеорит. • G/ALT [Uzumaki Chronicles 2] — Шіроґане завершують обряд, але Наруто й союзники руйнують живу бойову маріонетку та припиняють напад клану.	
0	04.11		F [еп. 179–180] — викрадачкою виявляється Нацухі, мати Сумару, яка намагається припинити небезпечні тренування: випромінювання метеорита калічить і вбиває дітей; Акагоші приховує наслідки, прагнучи домогтися офіційного визнання селища, і наказує повернути Зірку будь-якою ціною.	
0	05.11		F [еп. 181–182] — з’ясовується, що Акагоші вбив Третього Хошікаґе, коли той заборонив тренування; Нацухі захищає сина й отримує смертельне поранення, а Акагоші вбудовує Зірку у власне тіло, посилюючи Павичеву Техніку та намагаючись зламати опір селища.	
0	06.11		F [еп. 183] — Наруто використовує чакру Дев’ятихвостого й Расенґан, перемагає Акагоші та руйнує його чакрову форму; Нацухі помирає після прощання із Сумару, метеорит знищують, небезпечні тренування припиняють, а Сумару обіцяє колись очолити селище без сили Зірки.	
0	07.11		F [еп. 184] — після зараження особливою бактерією Акамару стає великим, агресивним і небезпечним; Кібі наказують у разі потреби вбити напарника, але Наруто, Хана й Кіба стримують пса достатньо довго, щоб застосувати протиотруту й урятувати його.	
0	08.11		F [еп. 185] — дитинча онба чіпляється до спини Наруто й швидко виростає, через що він не може нормально тренуватися чи виконувати справи; Наруто захищає істоту від мисливців, після чого доросла онба забирає маля, підтверджуючи стару історію Цунаде та Джираї.	
0	09.11		F [еп. 186] — Наруто й Шіно супроводжують Футу Каґецу на похорон, де той за умовою спадку не повинен засміятися; Шіно випадково отримує отруту сміху й ледве стримується, Наруто відбиває спроби родичів зірвати церемонію, а «померлий» батько викриває перевірку характеру спадкоємців.	
0	10.11		F [еп. 187, супровід торговців] — Наруто, Хіната й Чоджі супроводжують караван у Країну Овочів. • G/ALT [Ultimate Ninja Heroes 2: The Phantom Fortress] — над Конохою з’являється примарний замок Муґенджо; Наруто входить усередину й починає підйом через поверхи, створені гендзюцу та спогадами.	
0	11.11		F [еп. 188–189] — переслідувачі атакують караван; Чоджі перемагає Руйґу. • G/ALT [The Phantom Fortress] — Наруто збирає чотирьох бійців і проходить випробування замку, тоді як паралельна прихована гілка показує розслідування Джираї.	
0	12.11		F [еп. 189–190] — Хіната перемагає Джіґу; Харуна починає змінювати ставлення до підданих. • G/ALT [The Phantom Fortress] — джерело ілюзій Муґенджо знешкоджене, замок зникає; подія лишається окремою ігровою безперервністю.	
0	13.11		F [еп. 190–191] — Ренґа використовує кристалічну броню та вологу повітря, але Наруто з союзниками руйнує його захист і звільняє столицю; Харуна повертається на престол, відмовляється від політики жертовності й обіцяє правити разом із людьми.	
0	14.11		F [еп. 192] — Іно підміняє принцесу Фуку під час зустрічі з нареченим Чікарою, бо портрет приховав її справжню зовнішність; втручання Наруто руйнує маскування, але Чікара приймає справжню Фуку, а місія завершується без політичного скандалу.	
0	15.11		F [еп. 193] — Ґай відкриває доджьо й чекає на гідного суперника; Лі намагається підтримати наставника, серія маскувань і непорозумінь приводить до сутички з людиною, що прагне помсти Ґаю, але наставник і учень зберігають доджьо та примиряються.	
0	16.11		F [еп. 194] — Наруто, Кіба й Хіната розслідують зникнення людей у «проклятому» замку; будівля виявляється частиною гігантської істоти-хамелеона, що маскується під споруду й ковтає подорожніх; команда знаходить вихід і звільняє полонених.	
0	17.11		F [еп. 195, Третій Великий Звір] — Яґура проситься в учні до Ґая, але виявляється маріонеткою братів Рюдоїн, які хочуть помститися за батька Аґіру; вони заманюють Ґая й Лі до тренувальної зали з дерев’яними бойовими ляльками.	
0	18.11		F [еп. 196] — Наруто, Неджи й Тентен допомагають знищити ляльок і звільнити Ґая; брати дізнаються, що Ґай не вбивав Аґіру — той помер, виснаживши себе тренуваннями після чесної поразки; помста припиняється, а Лі підтверджує відданість своєму наставнику.	
0	19.11		F [еп. 197, повернення планів Конохи] — старий майстер пасток Ґенно, який працював у Конохі теслею, викрадає креслення оборони й нібито підриває себе; Цунаде збирає одинадцятьох генінів Конохи для пошуку мережі вибухових печаток, закладених по селу.	
0	20.11		F [еп. 198–199] — шинобі відновлюють схему пасток Ґенно й розуміють, що ціллю є вся Коноха. • G/ALT [Naruto: Clash of Ninja Revolution 2; після втечі Саске] — АНБУ Това й Комачі розслідують змову, пов’язану з Каґурою та Бандо; Коноха опиняється під загрозою внутрішнього нападу.	
0	21.11		F [еп. 200] — команда знаходить печатки на монументі Хокаґе; Ґенно запускає багаторівневий план помсти. • G/ALT [Clash of Ninja Revolution 2] — Наруто й союзники вступають у серію боїв, намагаючись відділити справжніх змовників від підозрюваних шинобі Конохи.	
0	22.11		F [еп. 201] — Наруто наздоганяє Ґенно; старий не завершує знищення Конохи й помирає, відпустивши помсту. • G/ALT [Clash of Ninja Revolution 2] — план Каґури й Бандо зірвано; оригінальна американська ігрова історія завершується без продовження в каноні.	
0	23.11		F [еп. 202, мета-рекап] — спеціальний випуск ранжує п’ять найкращих боїв попередніх серій і складається переважно з повторених сцен; нової внутрішньосвітової події, яку можна надійно датувати, немає.	
0	24.11		F [еп. 203, порятунок Якумо Курами] — Куренай раптово залишає Команду 8, щоб самостійно наглядати за колишньою ученицею Якумо Курамою; Наруто, Кіба, Хіната й Шіно не приймають пояснення та вирушають слідом.	
0	25.11		F [еп. 204–205] — клан Курама намагається повернути Якумо, чий винятковий ґенджюцу може керувати всіма п’ятьма чуттями; відкривається наказ Хірузена запечатати її силу й обіцянка Куренай захищати дівчину; Якумо вважає, що Куренай убила її батьків.	
0	26.11		F [еп. 206] — Якумо занурює Коноху й переслідувачів у настільки повне ґенджюцу, що ілюзорні поранення стають реальними; Наруто та Куренай входять у її внутрішній світ і знаходять Ідо — породжену пригніченою силою особистість, яка насправді спалила будинок і вбила батьків Якумо.	
0	27.11		F [еп. 207] — Якумо приймає правду й власноруч знищує Ідо, звільняючи себе від неконтрольованої сили; Куренай виконує обіцянку Хірузену та повертається до Команди 8, а Якумо обирає життя без примусу доводити цінність клану як бойова куноїчі.	
0	28.11		F [еп. 208] — Наруто й Кіба супроводжують майстра Шінемона та його коштовну чайну чашу Качофуґецу; злодії полюють на виріб, а клієнт цінує предмет більше за охоронців, доки небезпека не змушує його переоцінити вагу речі порівняно з людським життям.	
0	29.11		F [еп. 209, супровід Ґантецу] — Наруто, Сакура й Лі охороняють тюремний корабель, що везе Ґантецу, колишнього члена банди Шінобадзу; капітан Тодорокі прагне особисто вбити в’язня, бо вважає його винним у загибелі своєї родини й молодшого брата Акіо.	
0	30.11		F [еп. 210] — Шінобадзу атакують корабель і відводять річку в підземний тунель; Наруто, Тодорокі та Ґантецу потрапляють до Лісу Заблудження, де Ґантецу орієнтується за таємними знаками й розкриває, що колись рятував дітей, яких банда залишала сиротами.	
0	01.12		F [еп. 211] — Шінобадзу викрадають Акіо, а Тодорокі разом із Ґантецу штурмує їхню базу. • G/ALT [Naruto: Ninja Destiny 2 — European Version] — починається спеціально створений для європейського видання сюжет; його точне місце після втечі Саске офіційно не датоване, тому дата є лише робочим вікном.	
0	02.12		F [еп. 212] — Наруто перемагає Шуру, Ґантецу рятує Акіо, а Тодорокі дозволяє йому залишитися з дітьми. • G/ALT [Ninja Destiny 2 EU] — Наруто збирає сувої й проходить серію сюжетних поєдинків із шинобі Конохи, Суни та ворогами; ця версія не тотожна японському релізу.	
0	03.12		F [еп. 213, пошук пам’яті Менми] — Наруто знаходить пораненого юнака без пам’яті й називає його Менмою. • G/ALT [Ninja Destiny 2 EU] — ігрова лінія завершується фінальним зіткненням, пов’язаним із Саске; через відсутність надійної внутрішньої календарної прив’язки вона зберігається лише як паралельний пост-сасківський сюжет.	
0	04.12		F [еп. 214] — Наруто супроводжує Менму до селища, на яке нападають розбійники; мешканці впізнають у ньому одного з нападників і відмовляються довіряти, а повернення спогадів показує, що він був членом банди, хоча таємно намагався мінімізувати жертви.	
0	05.12		F [еп. 215] — колишні спільники Менми намагаються знищити селище обвалом; він переходить на бік Наруто, використовує музику для підтримки захисників і жертвує собою, підірвавши тунель та відвівши руйнування від людей; Наруто зберігає його окарину й визнає вибір Менми важливішим за злочинне минуле.	
0	06.12			
0	07.12		F [еп. 216, підтримка Су́наґакуре] — Четвірка Небесних Символів із Такумі викрадає ученицю Ґаари Мацурі, щоб виманити джінчюрикі; Ґаара, Темарі й Канкуро вирушають навздогін, а Цунаде відправляє на допомогу команди Конохи.	
0	08.12		F [еп. 217] — шинобі Конохи об’єднуються з Суною й розділяються проти Хокі, Куджаку, Рюґана та Суйко; вороги використовують створені в Такумі чакрові обладунки та зброю, що поглинає стихійні атаки; Ґаара продовжує переслідування, захищаючи Мацурі.	
0	09.12		F [еп. 218] — Суйко запечатує пісок Ґаари водяною технікою й намагається витягти силу Шукаку; Наруто та союзники руйнують частину обладнання, Темарі й Канкуро перемагають своїх супротивників, але лідер ворогів запускає ритуал відродження засновника Такумі.	
0	10.12		F [еп. 219] — Сеймей відроджується через чотири легендарні знаряддя й використовує чакру Ґаари для створення «досконалої зброї»; Наруто допомагає Ґаарі втримати Шукаку, після чого їхня спільна атака руйнує обладунок і остаточно перемагає Сеймея.	
0	11.12		F [еп. 220, завершення місії] — Мацурі врятована, Четвірку Небесних Символів знищено, а союз Конохи й Суни зміцнюється; Ґаара повертається до обов’язків у селищі, тоді як команди Конохи починають дорогу додому.	
0	12.12		F [еп. 220] — шинобі Конохи повертаються із Су́ни; Цунаде підсумовує місію, друзі Наруто відновлюють тренування й отримують нові завдання перед його тривалою відсутністю.	
0	13.12		F [еп. 220] — Наруто готується до подорожі з Джираєю та востаннє проводить час у Конохі; Сакура продовжує медичне навчання, а їхня спільна мета повернути Саске залишається незмінною.	
0	14.12		F [еп. 220] — Джирая завершує приготування до відбуття й нагадує про загрозу Акацукі та строк до наступної зміни тіла Орочімару; Наруто прощається з місцями й людьми, що сформували його перший рік як геніна.	
0	15.12			
0	16.12		arc 05 [Sasuke Recovery] — Three months after the failed retrieval mission, Naruto's wounds have healed; Sakura has trained under Tsunade for three months and demonstrates medical study and chakra-enhanced strength; the Sand siblings prepare to leave Konoha and acknowledge their repaired alliance with the Leaf; Akatsuki convenes and discusses Orochimaru, Sasuke, and its future hunt for the jinchuriki; Kakashi reflects at the memorial stone and begins training the Mangekyo Sharingan; Jiraiya warns Naruto that Akatsuki and Orochimaru leave them roughly three years to prepare; Naruto promises Sakura he will return stronger and rescue Sasuke; Naruto leaves Konoha with Jiraiya for a training journey of about two and a half years. | A [еп. 220] — аніме адаптує канонічне відбуття Наруто з Джираєю після завершення останньої філерної місії. | F [еп. 220, фінал аніме Part I] — після повернення із Су́ни Наруто прощається з друзями; Сакура продовжує навчання під керівництвом Цунаде; Джирая забирає Наруто в тривалу подорож і починає його підготовку до майбутньої боротьби з Акацукі та Орочімару.	
0	17.12		F [Shippūden еп. 187; ретроспектива, реконструйований початок подорожі] — під час тренувальної мандрівки Джирая навчає Наруто протидіяти ґенджюцу; вони прибувають до села, захопленого прибічниками колишнього соратника Ханзо, й довідуються про ув’язнених жінок та дітей.	
0	18.12		F [Shippūden еп. 188; ретроспектива, продовження подорожі] — Наруто й Джирая допомагають місцевим повстанцям визволити заручників і скинути загарбників; перше випробування мандрівки зміцнює їхні стосунки вчителя й учня.	
0	19.12			
0	20.12			
0	21.12			
0	22.12			
0	23.12			
0	24.12			
0	25.12			
0	26.12			
0	27.12			
0	28.12			
0	29.12			
0	30.12			
0	31.12			
